Gene	Normal	Tumour	FDR	AveExpr	P value	Normal-1	Normal-2	Normal-3	Normal-4	Normal-5	Tumour-1	Tumour-2	Tumour-3	Tumour-4	Tumour-5	Normal-1 CPM	Normal-2 CPM	Normal-3 CPM	Normal-4 CPM	Normal-5 CPM	Tumour-1 CPM	Tumour-2 CPM	Tumour-3 CPM	Tumour-4 CPM	Tumour-5 CPM
ANO3	0	-6.55727506263237	0.00000138647722208471	2.86246335252717	8.70849840636736e-9	349	95	1747	83	998	0	4	4	7	27	7.909	3.173	32.871	1.303	19.979	0.000	0.071	0.077	0.107	0.461
PAQR4	0	3.34695761469237	0.00000138647722208471	5.65026196555668	8.69691979326484e-9	384.47	340.79	191	1131.45	296.95	687.31	5781.05	3889.63	13433.28	3623.5	8.713	11.383	3.594	17.757	5.945	16.196	102.544	74.630	205.637	61.930
MMRN1	0	-4.28846288818141	0.00000139495326253179	5.0614581274056	8.88039364476449e-9	3448	2101	4783	1144	2666	129	78	10	638	156	78.135	70.176	89.995	17.954	53.370	3.040	1.384	0.192	9.767	2.666
FAM83D	0	5.03702857830517	0.00000139495326253179	4.01728538334232	8.90305496297264e-9	26	20	31	148	39	1071	3204	2793	48	781	0.589	0.668	0.583	2.323	0.781	25.237	56.832	53.589	0.735	13.348
PYGM	0	-6.03936500294201	0.00000164103859415508	3.55554092379567	1.05567775026692e-8	283	177	3228	32	1526	5	13	18	55	13	6.413	5.912	60.737	0.502	30.549	0.118	0.231	0.345	0.842	0.222
ADH1C	0	-5.72583469222858	0.00000165643314781865	3.65221098875138	1.0739714462607e-8	996	580	1901	1278	1124	10	37	1	99	0	22.570	19.373	35.768	20.058	22.501	0.236	0.656	0.019	1.515	0.000
ANGPT1	0	-3.73827041651711	0.00000166345641918672	4.64321193741707	1.08695105903701e-8	2789	941	3346	485	2833	53	163	194	176	366	63.202	31.431	62.957	7.612	56.714	1.249	2.891	3.722	2.694	6.255
PFKFB1	0	-6.30851065155675	0.00000190095342732537	3.8294527272005	1.25207341073791e-8	618	227	3529	262	1787	3	4	2	10	79	14.005	7.582	66.400	4.112	35.774	0.071	0.071	0.038	0.153	1.350
PLIN1	0	-7.98161050507031	0.00000190095342732537	10.1706599698559	1.28065447185835e-8	100977	21935	219870	870	171871	885	1248	69	93	18	2288.247	732.659	4136.974	13.654	3440.671	20.854	22.137	1.324	1.424	0.308
FZD4	0	-4.24780135336406	0.00000190095342732537	8.59292715641505	1.27529230978577e-8	25243.62	9294.69	84054.83	4944.73	42387.76	1497.1	1864.02	1209.08	2125.55	3890.17	572.048	310.455	1581.538	77.605	848.557	35.278	33.064	23.199	32.538	66.487
UBE2C	0	6.50811677236101	0.00000190095342732537	5.71636524327094	1.26382655583957e-8	47	27	1	198	49	1311	17022	7596	128	869	1.065	0.902	0.019	3.108	0.981	30.892	301.936	145.744	1.959	14.852
MAPK10	0	-3.67198733769371	0.00000199893974168158	4.50879601562602	1.35679224691182e-8	1642	562	4311	1182	2141	197	46	252	258	129	37.209	18.772	81.114	18.551	42.861	4.642	0.816	4.835	3.949	2.205
SRPX	0	-3.06242317031788	0.00000201944082607097	6.32734496397078	1.38093664025722e-8	5475	3690	12094	1906	9025	481	931	997	1190	1117	124.069	123.251	227.555	29.914	180.671	11.334	16.514	19.129	18.217	19.091
GPD1	0	-8.20087071599598	0.00000217777373949331	9.38134409936746	1.50023922890837e-8	55453	12887	123785	508	106034	473	612	9	44	9	1256.625	430.444	2329.082	7.973	2122.686	11.146	10.856	0.173	0.674	0.154
ASPA	0	-5.42573736533781	0.00000222421857739805	2.70856006766599	1.54350088695944e-8	494	149	1394	52	775	5	30	7	35	9	11.195	4.977	26.229	0.816	15.515	0.118	0.532	0.134	0.536	0.154
C7orf41	0	-3.91366943883542	0.00000224098172711342	7.90932382578334	1.56648504883827e-8	26927	6120	38646	3503	26179	481	1880	1339	3463	1527	610.195	204.416	727.146	54.978	524.075	11.334	33.347	25.691	53.012	26.098
MME	0	-3.59232548990909	0.00000240404948742357	7.93583400754374	1.69264957325436e-8	12251	5430	47193	15549	26694	990	1133	1085	3182	4268	277.621	181.369	887.962	244.033	534.385	23.328	20.097	20.818	48.710	72.945
DPT	0	-4.69458851861542	0.00000262929276855743	8.12804029711982	1.86455773274258e-8	47641	13147	13367	2681	41266	635	155	593	3312	1559	1079.596	439.128	251.507	42.077	826.101	14.963	2.749	11.378	50.700	26.645
ANK2	0	-3.1267974259516	0.00000270038278103457	6.09958925120612	1.92864943838454e-8	8821	2409	7834	1560	6946	700	645	354	1425	867	199.893	80.464	147.401	24.483	139.051	16.495	11.441	6.792	21.814	14.818
NOVA1	0	-4.238632810221	0.00000277456736288036	4.35066406816234	1.99568719242737e-8	2026	738	2122	847	3132	111	61	7	360	82	45.911	24.650	39.927	13.293	62.699	2.616	1.082	0.134	5.511	1.401
CLDN6	0	12.6577732950271	0.00000299567031076351	4.44095562261325	2.16989592968889e-8	0	0	1	0	0	3	163	9954	4	10	0.000	0.000	0.019	0.000	0.000	0.071	2.891	190.987	0.061	0.171
HEPN1	0	-6.83998678789731	0.00000304031696959616	3.0799080261461	2.21763571888282e-8	530.02	259.74	1728.02	24.03	1194.58	11.38	19.44	0	8	0	12.011	8.676	32.514	0.377	23.914	0.268	0.345	0.000	0.122	0.000
SULT1C3	0	-15.445789601223	0.00000315364926827169	5.7572137691799	2.31627567571368e-8	2	149	0	38557	2	0	0	0	0	0	0.045	4.977	0.000	605.131	0.040	0.000	0.000	0.000	0.000	0.000
NAALAD2	0	-4.55190706311841	0.00000329836224672425	3.11484154749586	2.43927103647928e-8	250	196	1692	324	1388	20	52	12	39	73	5.665	6.547	31.836	5.085	27.786	0.471	0.922	0.230	0.597	1.248
EPB42	0	-7.95210048041262	0.00000358590581512282	1.14339300996601	2.6818721101377e-8	213	92	449	2	199	1	3	0	0	0	4.827	3.073	8.448	0.031	3.984	0.024	0.053	0.000	0.000	0.000
THRSP	0	-5.43093673512186	0.00000358590581512282	6.86286588291754	2.68824871157014e-8	7639	1860	21935	16557	9184	853	137	3	261	72	173.108	62.127	412.719	259.853	183.854	20.100	2.430	0.058	3.995	1.231
PRKAR2B	0	-4.34544938018421	0.00000371355606771888	8.55550264552813	2.80275480746688e-8	30194	6402	71427	5442	49583	2126	2573	773	839	2995	684.228	213.836	1343.938	85.409	992.598	50.097	45.640	14.832	12.843	51.188
APLP1	0	4.01279872164502	0.00000386845082511438	3.18489457213721	2.95738667056216e-8	41	43	36	98	44	565	968	1309	125	1399	0.929	1.436	0.677	1.538	0.881	13.314	17.170	25.116	1.914	23.911
ADHFE1	0	-4.06257247874283	0.00000386845082511438	4.22712381292698	2.95884953192317e-8	756	379	4186	607	2235	109	111	23	178	173	17.132	12.659	78.762	9.527	44.742	2.568	1.969	0.441	2.725	2.957
PLK1	0	4.80234713569752	0.00000387751743214437	4.47313190894317	2.98542523394764e-8	45	44	47	229	53	1715	5364	3315	114	314	1.020	1.470	0.884	3.594	1.061	40.412	95.147	63.605	1.745	5.367
FRMD1	0	-7.10614349969266	0.00000412232194488602	2.0239544303537	3.19478906679952e-8	674	67	545	3	492	6	3	2	0	3	15.274	2.238	10.254	0.047	9.849	0.141	0.053	0.038	0.000	0.051
LRRN4CL	0	-4.27017087678089	0.00000421410733395721	4.57593151626267	3.28726840963129e-8	2878	989	3026	389	2796	52	62	15	348	235	65.219	33.034	56.936	6.105	55.973	1.225	1.100	0.288	5.327	4.016
LIFR	0	-2.81287024910317	0.00000441102275146338	7.36612583060805	3.47972072521489e-8	8812	6255	25257	11138	16489	1372	3587	2232	1830	2010	199.689	208.926	475.224	174.805	330.092	32.330	63.626	42.825	28.014	34.353
HIF3A	0	-5.0791934059946	0.00000441102275146338	3.54455054711868	3.48556148935411e-8	506	446	2666	58	1370	26	31	77	25	11	11.467	14.897	50.162	0.910	27.426	0.613	0.550	1.477	0.383	0.188
RBP7	0	-3.52871202001807	0.00000445505001876783	5.33847057677678	3.54291790571649e-8	3317	2743	4737	652	4862	428	676	90	395	166	75.167	91.620	89.129	10.233	97.332	10.085	11.991	1.727	6.047	2.837
FOXM1	0	5.14247334357265	0.0000049156628608805	5.64026338972505	3.93412385786202e-8	105.36	66.69	28.14	468.8	103.43	3478.75	16098.59	4647.69	169.05	679.19	2.388	2.228	0.529	7.358	2.071	81.973	285.556	89.175	2.588	11.608
FIGF	0	-5.64584254652616	0.00000494179287524702	4.58809573501958	3.98006821580527e-8	1550	868	2162	735	5455	44	86	3	149	0	35.125	28.992	40.679	11.535	109.203	1.037	1.525	0.058	2.281	0.000
EBF3	0	-3.87374551472757	0.00000499986663983194	4.60181400165766	4.05216625657538e-8	2025	851	4109	404	2810	124	192	82	474	47	45.889	28.425	77.313	6.341	56.253	2.922	3.406	1.573	7.256	0.803
S1PR1	0	-2.69621591825845	0.00000507361518616742	6.24424668682216	4.13763572572664e-8	7615	6053	7814	2532	4746	786	1240	571	2107	1086	172.564	202.179	147.025	39.738	95.010	18.521	21.995	10.956	32.254	18.561
CDCA2	0	5.42416254468285	0.00000512509843963388	3.7853307172346	4.20558174055662e-8	36	15	6	97	17	631	4735	1392	186	92	0.816	0.501	0.113	1.522	0.340	14.869	83.989	26.708	2.847	1.572
MELK	0	5.53265078636277	0.00000517218558268964	4.73270928801207	4.27041966355188e-8	73	14	5	182	40	549	8536	3820	317	321	1.654	0.468	0.094	2.856	0.801	12.937	151.411	73.294	4.853	5.486
PDE3B	0	-5.90445556506611	0.00000550597098551432	6.94382572667804	4.57389951182427e-8	6664	1255	31296	126	15536	333	376	14	191	167	151.013	41.919	588.851	1.978	311.014	7.847	6.669	0.269	2.924	2.854
PLSCR4	0	-2.88767979416961	0.00000575224554510433	6.1673778894943	4.80762088411617e-8	5499	2918	10599	2740	7099	1041	584	359	1783	1065	124.613	97.465	199.426	43.003	142.114	24.530	10.359	6.888	27.294	18.202
CILP2	0	4.22752808197231	0.00000615277368969447	3.58858027766213	5.17354083927303e-8	69	53	35	87	46	802	89	455	1909	3209	1.564	1.770	0.659	1.365	0.921	18.898	1.579	8.730	29.223	54.845
NUF2	0	5.82738970642217	0.0000068635582227776	4.51596057100533	5.80596810456823e-8	30	21	10	126	31	497	9412	1756	83	171	0.680	0.701	0.188	1.978	0.621	11.711	166.950	33.692	1.271	2.923
CEBPA	0	-4.02498920293546	0.00000736760283403286	7.02368497150124	6.26966505985979e-8	12081	2832	22643	1071	16515	1286	297	344	1187	967	273.768	94.593	426.040	16.809	330.612	30.303	5.268	6.600	18.171	16.527
SIK2	0	-3.48984115960014	0.00000769573618758023	7.38870942480988	6.58788074005197e-8	12790	2858	32173	3519	18992	901	1041	1423	2787	1583	289.835	95.461	605.353	55.229	380.199	21.231	18.465	27.303	42.664	27.055
PTCHD3	0	-9.33491690450406	0.00000796865120314677	1.0033886785751	6.86187166718139e-8	53	6	727	2	109	0	1	0	0	0	1.201	0.200	13.679	0.031	2.182	0.000	0.018	0.000	0.000	0.000
COMP	0	4.73337842178718	0.00000822461997531923	6.46869375663869	7.16560954186459e-8	343	206	206	784	133	8284	183	24896	2500	5406	7.773	6.881	3.876	12.304	2.663	195.205	3.246	477.679	38.270	92.395
PDK4	0	-3.28520919071624	0.00000822461997531923	8.23899049050833	7.12484216944348e-8	27994	5616	43540	18857	33370	1596	3314	2220	7864	1550	634.374	187.582	819.229	295.950	668.031	37.608	58.784	42.595	120.382	26.491
TNMD	0	-5.69503729000594	0.00000850632761599464	2.99519390876678	7.4541316865924e-8	1031	888	668	60	622	31	34	0	6	6	23.364	29.660	12.569	0.942	12.452	0.730	0.603	0.000	0.092	0.103
TRIP13	0	4.24303619498295	0.00000892055669992172	4.72610051693867	7.86230810346661e-8	139	85	76	279	96	1372	6296	4498	332	267	3.150	2.839	1.430	4.379	1.922	32.330	111.678	86.303	5.082	4.563
SCUBE3	0	6.76681430970173	0.00000923622463843692	6.0471518913544	8.18731289497751e-8	24	46	91	54	65	74	34012	689	303	790	0.544	1.536	1.712	0.848	1.301	1.744	603.304	13.220	4.638	13.502
CDK1	0	3.55308331303135	0.00000932299410186494	4.94566057785742	8.31145254750394e-8	185	129	184	550	210	1194	8307	3692	830	832	4.192	4.309	3.462	8.632	4.204	28.135	147.349	70.838	12.706	14.220
MOSC1	0	-4.00364865388653	0.00000968562227989197	6.81999764496065	8.68379669507081e-8	4896	2145	22415	1438	17590	307	1510	503	414	851	110.949	71.646	421.750	22.569	352.133	7.234	26.784	9.651	6.338	14.545
SLC22A12	0	-9.02106154776298	0.00000970959236072568	-0.600824150646432	8.79256828249058e-8	32	107	90	0	25	0	0	0	0	0	0.725	3.574	1.693	0.000	0.500	0.000	0.000	0.000	0.000	0.000
TUSC5	0	-7.82543794953685	0.00000970959236072568	7.74759106064902	8.8036522772257e-8	26195	3363	33610	171	32540	280	156	6	19	0	593.607	112.329	632.391	2.684	651.416	6.598	2.767	0.115	0.291	0.000
LMO3	0	-4.68307753870798	0.0000100830632759211	4.5434364932773	9.19335117853205e-8	1214	472	5562	115	2758	48	104	16	123	204	27.511	15.765	104.652	1.805	55.212	1.131	1.845	0.307	1.883	3.487
BUB1	0	5.14716728100901	0.0000102384749494059	4.64453109501936	9.43877236750013e-8	32	34	12	267	53	1512	6496	3941	130	261	0.725	1.136	0.226	4.190	1.061	35.629	115.226	75.616	1.990	4.461
GPC3	0	-3.74463230981076	0.0000102384749494059	6.71560384716245	9.39997969776507e-8	11207	2809	11381	2470	16510	281	625	184	839	2192	253.963	93.824	214.140	38.765	330.512	6.621	11.086	3.530	12.843	37.464
FGFBP2	0	-5.36757362733661	0.0000103227071781429	3.36596222846776	9.56871347178682e-8	1709	191	793	99	1703	9	23	74	12	3	38.728	6.380	14.921	1.554	34.092	0.212	0.408	1.420	0.184	0.051
NMUR1	0	-5.03503704892177	0.0000107110115357117	2.49669194111236	9.9829101538393e-8	502	406	509	17	926	6	28	23	25	9	11.376	13.561	9.577	0.267	18.538	0.141	0.497	0.441	0.383	0.154
CKMT2	0	-4.48030913958281	0.0000119475060687643	2.6387885503311	1.12157794271938e-7	226	169	1160	121	1031	26	21	12	58	34	5.121	5.645	21.826	1.899	20.640	0.613	0.372	0.230	0.888	0.581
GPLD1	0	-4.43026941058404	0.0000119475060687643	2.27782062790413	1.12563880497931e-7	577	150	596	101	649	27	38	18	13	15	13.075	5.010	11.214	1.585	12.992	0.636	0.674	0.345	0.199	0.256
PTPRB	0	-2.5693727620129	0.0000122623425285099	6.6105750740475	1.16151253815791e-7	8572.99	5536.98	12399.99	2920.99	7827.96	1339.98	1475.99	1027	2187.1	1756	194.273	184.943	233.313	45.843	156.707	31.575	26.181	19.705	33.480	30.012
C1QTNF1	0	-3.14688176773168	0.0000123849281332983	6.54646245031376	1.17939747191778e-7	11094	3257	13202	1291	8537	930	742	1220	1334	880	251.402	108.788	248.403	20.262	170.901	21.915	13.162	23.408	20.421	15.040
KIF23	0	4.22591129780778	0.0000125432189127638	4.75958805382592	1.20082482753133e-7	135	101	23	388	84	1006	8523	2676	457	852	3.059	3.374	0.433	6.089	1.682	23.705	151.181	51.344	6.996	14.562
ZBTB16	0	-5.78017109122026	0.000013309694844547	3.96735192078488	1.28094520335524e-7	1241	132	2966	1527	1613	50	3	0	109	5	28.122	4.409	55.807	23.965	32.291	1.178	0.053	0.000	1.669	0.085
GSTM5	0	-6.80386633233173	0.0000141039798448623	7.22536419371192	1.37083830419815e-7	387	1198	291	100823	1467	125	22	69	376	186	8.770	40.015	5.475	1582.361	29.368	2.946	0.390	1.324	5.756	3.179
GIMAP8	0	-2.9171464255545	0.0000141039798448623	5.14443570030777	1.37167669446538e-7	2090	2389	4288	580	4363	387	488	257	553	587	47.362	79.796	80.681	9.103	87.343	9.119	8.656	4.931	8.465	10.032
PKMYT1	0	5.72354439460822	0.0000143351385051912	3.84840007383102	1.40141917308373e-7	11.53	12.21	3	120.55	13.05	570.69	2451.95	3706.37	56.72	188.5	0.261	0.408	0.056	1.892	0.261	13.448	43.493	71.114	0.868	3.222
GHR	0	-4.27913265243581	0.000014547323174587	7.6921292267055	1.43690001977736e-7	10563	2700	46362	3176	27271	797	1843	315	406	2080	239.369	90.184	872.326	49.846	545.936	18.781	32.691	6.044	6.215	35.550
TRIB3	0	2.5417164267959	0.000014547323174587	5.51844625625976	1.43441720654457e-7	321	895	344	1493	277	3440	3679	3494	5657	5189	7.274	29.894	6.473	23.432	5.545	81.060	65.258	67.039	86.598	88.686
CCNB2	0	4.59316437226432	0.000015357928346244	4.17178666863893	1.52474620396304e-7	56	29	20	251	50	496	5670	2253	326	305	1.269	0.969	0.376	3.939	1.001	11.688	100.574	43.228	4.990	5.213
PRRT4	0	-5.36666913279777	0.0000154129970678572	3.11783933295166	1.53802067792922e-7	310	157	1804	15	1538	32	32	10	11	21	7.025	5.244	33.943	0.235	30.789	0.754	0.568	0.192	0.168	0.359
PC	0	-3.44130625509427	0.0000159356598362874	6.82338505015759	1.59824771937235e-7	6256	1703	21890	3613	14612	1100	416	1160	807	1514	141.768	56.883	411.872	56.704	292.516	25.920	7.379	22.257	12.354	25.876
C14orf49	0	-4.18185519810726	0.0000161542975072236	3.79590877880629	1.62835842565976e-7	1843	151	2364	171	1409	33	80	68	67	146	41.764	5.044	44.480	2.684	28.207	0.778	1.419	1.305	1.026	2.495
CYP26B1	0	-3.46788845402559	0.0000167282248207568	4.4331969486899	1.694683904443e-7	3043	353	3067	524	2000	131	196	270	130	210	68.958	11.791	57.707	8.224	40.038	3.087	3.477	5.180	1.990	3.589
TTK	0	5.4259635303769	0.0000172318371070401	4.58667299972507	1.7544317994707e-7	49	26	7	192	34	409	9910	1666	136	395	1.110	0.868	0.132	3.013	0.681	9.638	175.783	31.966	2.082	6.751
ADAMTS14	0	4.21039913355623	0.0000173181381376507	1.6184963317971	1.77199063104317e-7	10	14	18	25	8	390	115	244	315	465	0.227	0.468	0.339	0.392	0.160	9.190	2.040	4.682	4.822	7.947
COL22A1	0	7.04244752098756	0.0000173569810524423	4.09922191266241	1.78475694136652e-7	6	20	2	21	11	18	1715	6352	56	57	0.136	0.668	0.038	0.330	0.220	0.424	30.421	121.876	0.857	0.974
KLHL31	0	-4.31841858047273	0.0000178503547294973	4.66039181168063	1.84453062750352e-7	1820.8	459.71	4349.86	2833.28	2357.89	33.9	501.58	48.87	28.5	38.86	41.261	15.355	81.845	44.467	47.202	0.799	8.897	0.938	0.436	0.664
PRELP	0	-3.42686908026715	0.0000178815896997748	7.41925167809031	1.88158803430426e-7	17754	4822	18194	3927	26270	1416	684	1875	3736	524	402.325	161.061	342.330	61.632	525.897	33.367	12.133	35.976	57.191	8.956
BHMT2	0	-3.94174165505255	0.0000178815896997748	4.46550168910305	1.88398878409136e-7	3012	810	2003	73	3234	171	128	78	223	142	68.255	27.055	37.688	1.146	64.741	4.029	2.270	1.497	3.414	2.427
PDE11A	0	-4.11482600373979	0.0000178815896997748	3.5533993485212	1.86586403769021e-7	1770	296	1423	195	1278	73	24	17	146	106	40.110	9.887	26.775	3.060	25.584	1.720	0.426	0.326	2.235	1.812
GALNTL2	0	-3.6271199030795	0.0000178815896997748	6.02115166652307	1.87386144573821e-7	7439	1969	8792	941	7764	484	238	179	358	1366	168.576	65.767	165.426	14.768	155.427	11.405	4.222	3.434	5.480	23.346
IRAK3	0	-3.13085395820451	0.0000182156980678405	4.93387336229785	1.92841702774728e-7	1741	1203	5823	652	2933	285	351	136	471	502	39.453	40.182	109.563	10.233	58.715	6.716	6.226	2.609	7.210	8.580
SAA2	0	-5.86512561848582	0.0000182588451897022	6.01572152072347	1.95148228904223e-7	1288	17325	318	937	4337	76	312	21	214	5	29.187	578.679	5.983	14.706	86.822	1.791	5.534	0.403	3.276	0.085
CDH20	0	-7.24291211075322	0.0000182588451897022	0.364311198199224	1.94306119756922e-7	53	20	227	2	263	1	0	0	2	1	1.201	0.668	4.271	0.031	5.265	0.024	0.000	0.000	0.031	0.017
ADRB2	0	-4.33732377599073	0.0000183054540859609	3.87621260407022	1.98590920225785e-7	1185	805	2541	410	1303	61	47	3	276	42	26.853	26.888	47.810	6.435	26.085	1.437	0.834	0.058	4.225	0.718
FXYD1	0	-4.54297996654313	0.0000183054540859609	3.99965272395245	1.99355314987417e-7	1457	1132	2196	418	1550	11	12	35	349	25	33.017	37.810	41.319	6.560	31.029	0.259	0.213	0.672	5.343	0.427
AIFM2	0	-3.24943474692964	0.0000183054540859609	6.01805985781156	1.97585429271769e-7	6121	1936	9521	645	8003	595	427	796	786	699	138.708	64.665	179.143	10.123	160.211	14.021	7.574	15.273	12.032	11.947
UNC5B	0	2.92982224076527	0.0000183054540859609	5.9861370822214	1.98708782038542e-7	566	832	428	1062	586	4390	703	6436	10582	9089	12.826	27.790	8.053	16.668	11.731	103.446	12.470	123.487	161.990	155.341
ACACB	0	-5.19108168635317	0.0000187286199121106	8.68142560196839	2.04912465860394e-7	18248	4419	100400	2107	56794	690	534	221	887	3717	413.519	147.601	1889.081	33.068	1136.954	16.259	9.472	4.240	13.578	63.528
MEOX2	0	-3.48724317786787	0.000019680804784633	4.58224466130221	2.1632735479006e-7	2113	1596	2643	356	2910	163	218	53	618	123	47.883	53.309	49.729	5.587	58.255	3.841	3.867	1.017	9.460	2.102
MCM2	0	2.62247756046877	0.0000198428479992818	5.52241693466026	2.19113608744982e-7	443	518	309	1550	504	3161	6309	6477	2442	2058	10.039	17.302	5.814	24.326	10.090	74.486	111.909	124.274	37.382	35.174
PRC1	0	3.36760633464307	0.0000199602251777062	5.41527169198302	2.22124677303333e-7	345	212	243	862	294	2710	11949	3632	872	1157	7.818	7.081	4.572	13.529	5.886	63.859	211.951	69.687	13.349	19.774
CD209	0	-4.16461392261144	0.0000199602251777062	4.50369845125243	2.23084963314835e-7	3664	481	2982	130	2283	79	181	37	93	266	83.030	16.066	56.108	2.040	45.703	1.862	3.211	0.710	1.424	4.546
NUSAP1	0	3.94409141252384	0.0000199602251777062	4.7513258407963	2.23442901644872e-7	133	73	44	546	124	1142	7211	2736	266	1850	3.014	2.438	0.828	8.569	2.482	26.910	127.909	52.496	4.072	31.619
TOP2A	0	4.4191443151514	0.0000200483026305646	6.70669519820183	2.25444391854187e-7	308	122	49	1888	403	9052	15478	14602	415	10847	6.980	4.075	0.922	29.631	8.068	213.302	274.548	280.168	6.353	185.388
KIF20A	0	4.77671577637171	0.0000201118490114802	4.34093797690533	2.27177708923112e-7	47	26	14	265	59	870	5971	2640	102	500	1.065	0.868	0.263	4.159	1.181	20.501	105.913	50.654	1.561	8.546
PLAC9	0	-4.07537341590051	0.0000205496483219704	4.36812903618764	2.33163875196098e-7	4525	1274	1022	730	991	30	30	49	474	146	102.541	42.553	19.229	11.457	19.839	0.707	0.532	0.940	7.256	2.495
NEK2	0	5.13734560910024	0.000021115295097174	4.09053184594638	2.41169910468288e-7	22	10	0	213	42	1520	3615	2268	844	298	0.499	0.334	0.000	3.343	0.841	35.817	64.123	43.516	12.920	5.093
PCOLCE2	0	-5.15803898766655	0.000021115295097174	6.79932419670683	2.41721035961976e-7	16059	2047	12691	595	17083	105	1126	279	58	38	363.914	68.373	238.788	9.338	341.983	2.474	19.973	5.353	0.888	0.649
NCAPH	0	4.4973523681333	0.0000212930904013175	3.970603018123	2.44834946869571e-7	48	30	31	186	64	701	3665	2784	76	370	1.088	1.002	0.583	2.919	1.281	16.518	65.010	53.417	1.163	6.324
AADAC	0	-6.74095755386864	0.0000215600959003022	2.47118295804012	2.48997156583371e-7	574	11	1067	108	751	7	17	0	0	2	13.007	0.367	20.076	1.695	15.034	0.165	0.302	0.000	0.000	0.034
GYPC	0	-2.86609343224537	0.0000217319971605381	5.75242000120969	2.53376897323582e-7	4109	1545	7437	1299	7157	504	399	621	1334	808	93.114	51.605	139.931	20.387	143.275	11.876	7.077	11.915	20.421	13.810
GYS2	0	-9.19224867787003	0.0000217319971605381	2.61218820086375	2.5428484166165e-7	9	25	1981	1	763	0	4	0	0	1	0.204	0.835	37.274	0.016	15.274	0.000	0.071	0.000	0.000	0.017
